,city_num,city_name
0,100010000,全国
1,101010100,北京
2,101020100,上海
3,101280100,广州
4,101280600,深圳
5,101210100,杭州
6,101030100,天津
7,101110100,西安
8,101190400,苏州
9,101200100,武汉
10,101230200,厦门
11,101250100,长沙
12,101270100,成都
13,101180100,郑州
14,101040100,重庆
